id,tier,cardinal_direction,confidence_score,distance_meters,poi_a_name,poi_a_type,poi_a_lat,poi_a_lon,poi_b_name,poi_b_type,poi_b_lat,poi_b_lon,sentence_1,sentence_2,sentence_3,verified,final_sentence_1,final_sentence_2,final_sentence_3,notes
nancy_0080,easy,NORTH,0.9706,437.1,Un Des Sens,shop,48.694644,6.1799548,Mutlor,office,48.6907137,6.1800921,Un Des Sens is located to the north of Mutlor.,"Heading north from Mutlor, you will reach Un Des Sens after about 450 meters.","Mutlor has Un Des Sens to its north, about 450 meters away.",OK,,,,
nancy_0081,easy,NORTH,0.9575,198.3,Opticiens Maurice Frères,shop,48.6899547,6.1796413,Saint-Sébastien,public_transport,48.6881725,6.1795511,Opticiens Maurice Frères is located to the north of Saint-Sébastien.,"Heading north from Saint-Sébastien, you will reach Opticiens Maurice Frères after about 200 meters.","Saint-Sébastien has Opticiens Maurice Frères to its north, about 200 meters away.",OK,,,,
nancy_0082,easy,NORTH,0.9814,223.1,Eugène Tisserant,historic,48.6901088,6.1796186,Saint-Sébastien,public_transport,48.68810235,6.179663,Eugène Tisserant is located to the north of Saint-Sébastien.,"Heading north from Saint-Sébastien, you will reach Eugène Tisserant after about 200 meters.","Saint-Sébastien has Eugène Tisserant to its north, about 200 meters away.",OK,,,,
nancy_0083,easy,NORTH,0.9935,369.9,L'Univers,shop,48.6961604,6.1806505,Music Challenge Guitars,shop,48.6928343,6.1806761,L'Univers is located to the north of Music Challenge Guitars.,"Heading north from Music Challenge Guitars, you will reach L'Univers after about 350 meters.","Music Challenge Guitars has L'Univers to its north, about 350 meters away.",OK,,,,
nancy_0084,easy,NORTH,0.9821,478.8,Brigitte Jeannot,office,48.69493,6.1818851,Point Central,public_transport,48.6906246,6.1819766,Brigitte Jeannot is located to the north of Point Central.,"Heading north from Point Central, you will reach Brigitte Jeannot after about 500 meters.","Point Central has Brigitte Jeannot to its north, about 500 meters away.",OK,,,,
nancy_0085,easy,NORTH,0.9615,400.2,Statue Emmanuel Héré,historic,48.69454916052753,6.183050826074809,Point Central,public_transport,48.69095184192805,6.182885952542628,Statue Emmanuel Héré is located to the north of Point Central.,"Heading north from Point Central, you will reach Statue Emmanuel Héré after about 400 meters.","Point Central has Statue Emmanuel Héré to its north, about 400 meters away.",OK,,,,
nancy_0086,easy,NORTH,0.9697,470.6,Le Gavroche,amenity,48.6965317,6.1793119,Karadeniz,amenity,48.6923005,6.1794647,Le Gavroche is located to the north of Karadeniz.,"Heading north from Karadeniz, you will reach Le Gavroche after about 450 meters.","Karadeniz has Le Gavroche to its north, about 450 meters away.",OK,,,,
nancy_0087,easy,NORTH,0.998,466.6,Parc Blondlot,leisure,48.6919198050178,6.173509973163254,GMF Agence Kennedy,office,48.6877238,6.1735002,Parc Blondlot is located to the north of GMF Agence Kennedy.,"Heading north from GMF Agence Kennedy, you will reach Parc Blondlot after about 450 meters.","GMF Agence Kennedy has Parc Blondlot to its north, about 450 meters away.",OK,,,,
nancy_0088,easy,NORTH,0.9565,303.3,Stan Kebab,amenity,48.6931686,6.1818375,Kusmi Tea,shop,48.6904426,6.1816965,Stan Kebab is located to the north of Kusmi Tea.,"Heading north from Kusmi Tea, you will reach Stan Kebab after about 300 meters.","Kusmi Tea has Stan Kebab to its north, about 300 meters away.",OK,,,,
nancy_0089,easy,NORTH,0.9558,240.8,Quokka Café,amenity,48.6902504,6.184479,Dépil Tech,shop,48.6880865,6.1845928,Quokka Café is located to the north of Dépil Tech.,"Heading north from Dépil Tech, you will reach Quokka Café after about 250 meters.","Dépil Tech has Quokka Café to its north, about 250 meters away.",OK,,,,
nancy_0090,easy,NORTH,0.9746,300.5,Gérard Darel,shop,48.6925363,6.1816793,Le 12 Espace Relais,office,48.6898342,6.1815975,Gérard Darel is located to the north of Le 12 Espace Relais.,"Heading north from Le 12 Espace Relais, you will reach Gérard Darel after about 300 meters.","Le 12 Espace Relais has Gérard Darel to its north, about 300 meters away.",OK,,,,
nancy_0091,easy,NORTH,0.9978,432.3,Brasserie Saint-Georges,amenity,48.6921629,6.1864714,Boucherie Hallal Ben,shop,48.6882751,6.1864816,Brasserie Saint-Georges is located to the north of Boucherie Hallal Ben.,"Heading north from Boucherie Hallal Ben, you will reach Brasserie Saint-Georges after about 450 meters.","Boucherie Hallal Ben has Brasserie Saint-Georges to its north, about 450 meters away.",OK,,,,
nancy_0092,easy,NORTH,0.9505,390.3,Zara,shop,48.6910049,6.1834392,R3C Cuisines,shop,48.6874973,6.1832325,Zara is located to the north of R3C Cuisines.,"Heading north from R3C Cuisines, you will reach Zara after about 400 meters.","R3C Cuisines has Zara to its north, about 400 meters away.",OK,,,,
nancy_0093,easy,NORTH,0.9527,117.7,Empire de Chine,amenity,48.6887141,6.1824737,billiotte,amenity,48.6876565,6.1825333,Empire de Chine is located to the north of billiotte.,"Heading north from billiotte, you will reach Empire de Chine after about 100 meters.","billiotte has Empire de Chine to its north, about 100 meters away.",OK,,,,
nancy_0094,easy,NORTH,0.9951,411.6,Jean Charles,shop,48.6929178,6.1824465,Restaurant B,shop,48.6892166,6.1824682,Jean Charles is located to the north of Restaurant B.,"Heading north from Restaurant B, you will reach Jean Charles after about 400 meters.","Restaurant B has Jean Charles to its north, about 400 meters away.",OK,,,,
nancy_0095,easy,NORTH,0.964,498.9,Transparence,amenity,48.6930075,6.1812186,Bonobo,shop,48.68852235960494,6.181026703608979,Transparence is located to the north of Bonobo.,"Heading north from Bonobo, you will reach Transparence after about 500 meters.","Bonobo has Transparence to its north, about 500 meters away.",OK,,,,
nancy_0096,easy,NORTH,0.9524,242.8,Quokka Café,amenity,48.6902504,6.184479,Lihua,shop,48.6880684,6.1843555,Quokka Café is located to the north of Lihua.,"Heading north from Lihua, you will reach Quokka Café after about 250 meters.","Lihua has Quokka Café to its north, about 250 meters away.",OK,,,,
nancy_0097,easy,NORTH,0.9748,235.4,Tribunal administratif,amenity,48.69468806665492,6.18196215835536,Institut Impérial,shop,48.6925717,6.1818988,Tribunal administratif is located to the north of Institut Impérial.,"Heading north from Institut Impérial, you will reach Tribunal administratif after about 250 meters.","Institut Impérial has Tribunal administratif to its north, about 250 meters away.",OK,,,,
nancy_0098,easy,NORTH,0.9536,499.2,Los Tacos,amenity,48.6896121,6.1855823,Trio promo,shop,48.6851259,6.1853343,Los Tacos is located to the north of Trio promo.,"Heading north from Trio promo, you will reach Los Tacos after about 500 meters.","Trio promo has Los Tacos to its north, about 500 meters away.",OK,,,,
nancy_0099,easy,NORTH,0.9903,385.0,Stéphane Plaza Immobilier,office,48.6925161,6.1836632,Assu 2000,office,48.6890535,6.1836233,Stéphane Plaza Immobilier is located to the north of Assu 2000.,"Heading north from Assu 2000, you will reach Stéphane Plaza Immobilier after about 400 meters.","Assu 2000 has Stéphane Plaza Immobilier to its north, about 400 meters away.",OK,,,,
nancy_0100,easy,NORTH,0.995,333.4,La Gentilhommière,amenity,48.6940841,6.1809698,Marc Jacques Reprographie,shop,48.6910855,6.1809876,La Gentilhommière is located to the north of Marc Jacques Reprographie.,"Heading north from Marc Jacques Reprographie, you will reach La Gentilhommière after about 350 meters.","Marc Jacques Reprographie has La Gentilhommière to its north, about 350 meters away.",OK,,,,
nancy_0101,medium,NORTH,0.979,1289.8,Abracadabra,amenity,48.7024634,6.1808556,Kam Cut,shop,48.6908653,6.1811455,Abracadabra is located to the north of Kam Cut.,"Heading north from Kam Cut, you will reach Abracadabra after about 1.3 km.","Kam Cut has Abracadabra to its north, about 1.3 km away.",OK,,,,
nancy_0102,medium,NORTH,0.8513,1936.8,Maison Thomas,shop,48.6903963,6.1727578,Square Général Chevert,leisure,48.67309717626567,6.175831778369499,Maison Thomas is located to the north of Square Général Chevert.,"Heading north from Square Général Chevert, you will reach Maison Thomas after about 1.9 km.","Square Général Chevert has Maison Thomas to its north, about 1.9 km away.",OK,,,,
nancy_0103,medium,NORTH,0.8869,1844.5,Brigade des Accidents,amenity,48.7003188,6.1761599,Société FBI GD,office,48.6837966,6.1783895,Brigade des Accidents is located to the north of Société FBI GD.,"Heading north from Société FBI GD, you will reach Brigade des Accidents after about 1.8 km.","Société FBI GD has Brigade des Accidents to its north, about 1.8 km away.",OK,,,,
nancy_0104,medium,NORTH,0.9065,621.8,Carte Blanche,amenity,48.6947899,6.1815305,Parking Charles III,amenity,48.6892127,6.1821523,Carte Blanche is located to the north of Parking Charles III.,"Heading north from Parking Charles III, you will reach Carte Blanche after about 600 meters.","Parking Charles III has Carte Blanche to its north, about 600 meters away.",OK,,,,
nancy_0105,medium,NORTH,0.9853,1570.2,Torréfaction du Faubourg,shop,48.702205,6.1759566,Quai P,public_transport,48.68808455,6.1762044,Torréfaction du Faubourg is located to the north of Quai P.,"Heading north from Quai P, you will reach Torréfaction du Faubourg after about 1.6 km.","Quai P has Torréfaction du Faubourg to its north, about 1.6 km away.",OK,,,,
nancy_0106,medium,NORTH,0.8685,801.6,Ma'Sage parenthèse,shop,48.6962171,6.1782092,Gare - Pierre Semard,public_transport,48.6890469,6.1770834,Ma'Sage parenthèse is located to the north of Gare - Pierre Semard.,"Heading north from Gare - Pierre Semard, you will reach Ma'Sage parenthèse after about 800 meters.","Gare - Pierre Semard has Ma'Sage parenthèse to its north, about 800 meters away.",OK,,,,
nancy_0107,medium,NORTH,0.8759,854.2,Écouter voir,shop,48.6875496,6.1826143,Conciergerie,historic,48.67990397998601,6.1814818632054696,Écouter voir is located to the north of Conciergerie.,"Heading north from Conciergerie, you will reach Écouter voir after about 850 meters.","Conciergerie has Écouter voir to its north, about 850 meters away.",OK,,,,
nancy_0108,medium,NORTH,0.9936,1199.5,École International Tunon,amenity,48.6929275,6.1787036,Bestiaire Inabstrait,tourism,48.68213985,6.1786215,École International Tunon is located to the north of Bestiaire Inabstrait.,"Heading north from Bestiaire Inabstrait, you will reach École International Tunon after about 1.2 km.","Bestiaire Inabstrait has École International Tunon to its north, about 1.2 km away.",OK,,,,
nancy_0109,medium,NORTH,0.8867,1701.2,Avenue 24,shop,48.6905689,6.1841032,Gymnase Clemenceau,leisure,48.67533057241577,6.18204408583086,Avenue 24 is located to the north of Gymnase Clemenceau.,"Heading north from Gymnase Clemenceau, you will reach Avenue 24 after about 1.7 km.","Gymnase Clemenceau has Avenue 24 to its north, about 1.7 km away.",OK,,,,
nancy_0110,medium,NORTH,0.8874,1553.7,O'Noodle,amenity,48.6930604,6.1819708,Atelier Canopé 54,office,48.6791425,6.1838397,O'Noodle is located to the north of Atelier Canopé 54.,"Heading north from Atelier Canopé 54, you will reach O'Noodle after about 1.6 km.","Atelier Canopé 54 has O'Noodle to its north, about 1.6 km away.",OK,,,,
nancy_0111,medium,NORTH,0.9931,1473.7,Brasserie de la Pépinière,amenity,48.696949977358,6.183808879249841,Varsovie,public_transport,48.68369678055593,6.183700659267482,Brasserie de la Pépinière is located to the north of Varsovie.,"Heading north from Varsovie, you will reach Brasserie de la Pépinière after about 1.5 km.","Varsovie has Brasserie de la Pépinière to its north, about 1.5 km away.",OK,,,,
nancy_0112,medium,NORTH,0.8503,1494.4,C'est papa qui l'a dit,shop,48.689355,6.1795348,Oudinot,public_transport,48.6760086,6.181922699999999,C'est papa qui l'a dit is located to the north of Oudinot.,"Heading north from Oudinot, you will reach C'est papa qui l'a dit after about 1.5 km.","Oudinot has C'est papa qui l'a dit to its north, about 1.5 km away.",OK,,,,
nancy_0113,medium,NORTH,0.9478,1554.2,Grand Café Foy,amenity,48.6930707,6.1827061,Villa Les Roches,historic,48.679104728196926,6.1818387808088975,Grand Café Foy is located to the north of Villa Les Roches.,"Heading north from Villa Les Roches, you will reach Grand Café Foy after about 1.6 km.","Villa Les Roches has Grand Café Foy to its north, about 1.6 km away.",OK,,,,
nancy_0114,medium,NORTH,0.928,417.6,Le Vivier,amenity,48.6942312,6.1815193,New Yorker,shop,48.6904812,6.1818407,Le Vivier is located to the north of New Yorker.,"Heading north from New Yorker, you will reach Le Vivier after about 400 meters.","New Yorker has Le Vivier to its north, about 400 meters away.",OK,,,,
nancy_0115,medium,NORTH,0.9415,156.9,Papa Joe,amenity,48.6940446,6.181485,Mont Blanc,shop,48.6926349,6.1815832,Papa Joe is located to the north of Mont Blanc.,"Heading north from Mont Blanc, you will reach Papa Joe after about 150 meters.","Mont Blanc has Papa Joe to its north, about 150 meters away.",OK,,,,
nancy_0116,medium,NORTH,0.9953,1381.6,Essentiel Tattoo,shop,48.6990246,6.1793775,Nexity,office,48.6865999,6.1793074,Essentiel Tattoo is located to the north of Nexity.,"Heading north from Nexity, you will reach Essentiel Tattoo after about 1.4 km.","Nexity has Essentiel Tattoo to its north, about 1.4 km away.",OK,,,,
nancy_0117,medium,NORTH,0.9153,1404.0,Le Café des Arts,amenity,48.6937784,6.1824583,Les Frères Marchand,office,48.681179391650055,6.183729310192704,Le Café des Arts is located to the north of Les Frères Marchand.,"Heading north from Les Frères Marchand, you will reach Le Café des Arts after about 1.4 km.","Les Frères Marchand has Le Café des Arts to its north, about 1.4 km away.",OK,,,,
nancy_0118,medium,NORTH,0.8809,1732.5,Port de Plaisance,amenity,48.6920413,6.1934942,Cimetière du Sud,public_transport,48.6765288,6.1912894,Port de Plaisance is located to the north of Cimetière du Sud.,"Heading north from Cimetière du Sud, you will reach Port de Plaisance after about 1.7 km.","Cimetière du Sud has Port de Plaisance to its north, about 1.7 km away.",OK,,,,
nancy_0119,medium,NORTH,0.9764,1681.6,Chrome,shop,48.6927973,6.1820795,Villa Les Cigognes,historic,48.677677243394754,6.182503611450691,Chrome is located to the north of Villa Les Cigognes.,"Heading north from Villa Les Cigognes, you will reach Chrome after about 1.7 km.","Villa Les Cigognes has Chrome to its north, about 1.7 km away.",OK,,,,
nancy_0120,medium,NORTH,0.9904,882.8,LCL,amenity,48.6910037,6.182882,Laura Kosnisky-Lordier,office,48.6830651,6.1829726,LCL is located to the north of Laura Kosnisky-Lordier.,"Heading north from Laura Kosnisky-Lordier, you will reach LCL after about 900 meters.","Laura Kosnisky-Lordier has LCL to its north, about 900 meters away.",OK,,,,
nancy_0121,medium,NORTH,0.9291,1581.8,Abracadabra,amenity,48.7024634,6.1808556,Pont 29,amenity,48.6882602,6.1820549,Abracadabra is located to the north of Pont 29.,"Heading north from Pont 29, you will reach Abracadabra after about 1.6 km.","Pont 29 has Abracadabra to its north, about 1.6 km away.",OK,,,,
nancy_0122,medium,NORTH,0.885,1033.1,École maternelle Didion,amenity,48.6886102721032,6.1784565841337225,Jean Jaurès,public_transport,48.6793572,6.1797258500000005,École maternelle Didion is located to the north of Jean Jaurès.,"Heading north from Jean Jaurès, you will reach École maternelle Didion after about 1 km.","Jean Jaurès has École maternelle Didion to its north, about 1 km away.",OK,,,,
nancy_0123,medium,NORTH,0.957,1487.6,Bar L'Agence,amenity,48.6977428,6.1775284,Mulhouse,public_transport,48.68437230429197,6.178213232027776,Bar L'Agence is located to the north of Mulhouse.,"Heading north from Mulhouse, you will reach Bar L'Agence after about 1.5 km.","Mulhouse has Bar L'Agence to its north, about 1.5 km away.",OK,,,,
nancy_0124,medium,NORTH,0.8726,1976.5,Mojimeee House,shop,48.6939829,6.1812609,Oudinot,public_transport,48.6762965,6.1785724,Mojimeee House is located to the north of Oudinot.,"Heading north from Oudinot, you will reach Mojimeee House after about 2 km.","Oudinot has Mojimeee House to its north, about 2 km away.",OK,,,,
nancy_0125,medium,NORTH,0.9225,1890.9,Laverie des Trois Maisons,shop,48.7008611,6.1775609,Le Lotus Bleu,shop,48.6838872,6.1759931,Laverie des Trois Maisons is located to the north of Le Lotus Bleu.,"Heading north from Le Lotus Bleu, you will reach Laverie des Trois Maisons after about 1.9 km.","Le Lotus Bleu has Laverie des Trois Maisons to its north, about 1.9 km away.",OK,,,,
nancy_0126,medium,NORTH,0.9498,1137.1,Le Chagnot,amenity,48.6906688,6.1824189,Saurupt,amenity,48.6804504,6.181809,Le Chagnot is located to the north of Saurupt.,"Heading north from Saurupt, you will reach Le Chagnot after about 1.1 km.","Saurupt has Le Chagnot to its north, about 1.1 km away.",OK,,,,
nancy_0127,medium,NORTH,0.9447,1519.3,La Cave du Faubourg,shop,48.7013036,6.1774029,Quai S,public_transport,48.6876528486265,6.176504443323608,La Cave du Faubourg is located to the north of Quai S.,"Heading north from Quai S, you will reach La Cave du Faubourg after about 1.5 km.","Quai S has La Cave du Faubourg to its north, about 1.5 km away.",OK,,,,
nancy_0128,medium,NORTH,0.8637,985.2,Smoke dog,shop,48.6876503,6.1832551,Clinchant,public_transport,48.6788405,6.184689,Smoke dog is located to the north of Clinchant.,"Heading north from Clinchant, you will reach Smoke dog after about 1000 meters.","Clinchant has Smoke dog to its north, about 1000 meters away.",OK,,,,
nancy_0129,medium,NORTH,0.9254,823.2,Les Caves,amenity,48.6938086,6.1825551,Publipost'ing,office,48.6864177,6.1832119,Les Caves is located to the north of Publipost'ing.,"Heading north from Publipost'ing, you will reach Les Caves after about 800 meters.","Publipost'ing has Les Caves to its north, about 800 meters away.",OK,,,,
nancy_0130,medium,NORTH,0.874,513.5,Muséum-Aquarium de Nancy,tourism,48.69478535759596,6.188213664863129,Ergastule,office,48.6901898,6.1889051,Muséum-Aquarium de Nancy is located to the north of Ergastule.,"Heading north from Ergastule, you will reach Muséum-Aquarium de Nancy after about 500 meters.","Ergastule has Muséum-Aquarium de Nancy to its north, about 500 meters away.",OK,,,,
nancy_0131,medium,NORTH,0.914,501.7,Place Carnot,public_transport,48.692926,6.1769698,Nancy Gare - République,public_transport,48.68842437737067,6.17650865752949,Place Carnot is located to the north of Nancy Gare - République.,"Heading north from Nancy Gare - République, you will reach Place Carnot after about 500 meters.","Nancy Gare - République has Place Carnot to its north, about 500 meters away.",OK,,,,
nancy_0132,medium,NORTH,0.8826,1125.3,Coiffure de So.Hé,shop,48.6933354,6.180733,2M immobilier,office,48.683258,6.1793212,Coiffure de So.Hé is located to the north of 2M immobilier.,"Heading north from 2M immobilier, you will reach Coiffure de So.Hé after about 1.1 km.","2M immobilier has Coiffure de So.Hé to its north, about 1.1 km away.",OK,,,,
nancy_0133,medium,NORTH,0.9036,312.9,Boulet,shop,48.6963298,6.180264,VAI LPI,office,48.6935239,6.1799417,Boulet is located to the north of VAI LPI.,"Heading north from VAI LPI, you will reach Boulet after about 300 meters.","VAI LPI has Boulet to its north, about 300 meters away.",OK,,,,
nancy_0134,medium,NORTH,0.8889,423.9,Up To You,amenity,48.6945234,6.1817557,Edmont de Goncourt,historic,48.690726,6.1812525,Up To You is located to the north of Edmont de Goncourt.,"Heading north from Edmont de Goncourt, you will reach Up To You after about 400 meters.","Edmont de Goncourt has Up To You to its north, about 400 meters away.",OK,,,,
nancy_0135,medium,NORTH,0.9434,244.1,Opéra Café,amenity,48.6944549,6.1832195,Bijoux,shop,48.6922615,6.1833674,Opéra Café is located to the north of Bijoux.,"Heading north from Bijoux, you will reach Opéra Café after about 250 meters.","Bijoux has Opéra Café to its north, about 250 meters away.",OK,,,,
nancy_0136,hard,NORTH,0.8889,2039.6,Fontaine de Guibal,amenity,48.693776334712574,6.186309115971817,Cours Sainte-Philomène,amenity,48.67550320055199,6.183888165785782,Fontaine de Guibal is located to the north of Cours Sainte-Philomène.,"Heading north from Cours Sainte-Philomène, you will reach Fontaine de Guibal after 2 km.","Cours Sainte-Philomène has Fontaine de Guibal to its north, about 2 km away.",OK,,,,
nancy_0137,hard,NORTH,0.8961,1810.3,Hôtel Ibis Styles Nancy Centre Gare,tourism,48.6903321,6.1714605,Cour des Chênes,leisure,48.67410604643907,6.169450469795414,Hôtel Ibis Styles Nancy Centre Gare is located to the north of Cour des Chênes.,"Heading north from Cour des Chênes, you will reach Hôtel Ibis Styles Nancy Centre Gare after about 1.8 km.","Cour des Chênes has Hôtel Ibis Styles Nancy Centre Gare to its north, about 1.8 km away.",OK,,,,
nancy_0138,hard,NORTH,0.941,2146.7,Mac Carthy,amenity,48.6922776,6.1774743,Statue Notre-Dame-de-Lourdes,historic,48.672993,6.1761199,Mac Carthy is located to the north of Statue Notre-Dame-de-Lourdes.,"Heading north from Statue Notre-Dame-de-Lourdes, you will reach Mac Carthy after 2.1 km.","Statue Notre-Dame-de-Lourdes has Mac Carthy to its north, about 2.1 km away.",OK,,,,
nancy_0139,hard,NORTH,0.9148,2991.0,Citadelle,amenity,48.7002856,6.1777919,Basilique Notre-Dame de Lourdes,amenity,48.67344714982799,6.175069230111757,Citadelle is located to the north of Basilique Notre-Dame de Lourdes.,"Heading north from Basilique Notre-Dame de Lourdes, you will reach Citadelle after 3 km.","Basilique Notre-Dame de Lourdes has Citadelle to its north, about 3 km away.",OK,,,,
nancy_0140,hard,NORTH,0.886,2089.4,Place Stanislas,historic,48.69354519624437,6.183268555839008,PNS Intérim,office,48.6748303,6.1807249,Place Stanislas is located to the north of PNS Intérim.,"Heading north from PNS Intérim, you will reach Place Stanislas after 2.1 km.","PNS Intérim has Place Stanislas to its north, about 2.1 km away.",OK,,,,
nancy_0141,hard,NORTH,0.923,2963.7,Maisons Huot,historic,48.69867878150157,6.170059280408361,ARTEM - Blandan - Thermal,public_transport,48.67207445,6.1724998,Maisons Huot is located to the north of ARTEM - Blandan - Thermal.,"Heading north from ARTEM - Blandan - Thermal, you will reach Maisons Huot after 3 km.","ARTEM - Blandan - Thermal has Maisons Huot to its north, about 3 km away.",OK,,,,
nancy_0142,hard,NORTH,0.8882,2044.9,Histoires de Lunettes,shop,48.690832,6.1742064,Garage Oudinot,shop,48.67251296598935,6.176648698716532,Histoires de Lunettes is located to the north of Garage Oudinot.,"Heading north from Garage Oudinot, you will reach Histoires de Lunettes after 2 km.","Garage Oudinot has Histoires de Lunettes to its north, about 2 km away.",OK,,,,
nancy_0143,hard,NORTH,0.9535,2151.6,bbcom,office,48.6914661,6.1713371,Institut Jean Lamour,office,48.67212968839257,6.17026662997121,bbcom is located to the north of Institut Jean Lamour.,"Heading north from Institut Jean Lamour, you will reach bbcom after 2.2 km.","Institut Jean Lamour has bbcom to its north, about 2.2 km away.",OK,,,,
nancy_0144,hard,NORTH,0.8903,322.3,Parking Joffre - Saint-Thiébaut,amenity,48.6875732,6.1796433,Boucherie Charcuterie Traiteur Pierre Revest,shop,48.6846854,6.1792654,Parking Joffre - Saint-Thiébaut is located to the north of Boucherie Charcuterie Traiteur Pierre Revest.,"Heading north from Boucherie Charcuterie Traiteur Pierre Revest, you will reach Parking Joffre - Saint-Thiébaut after about 300 meters.","Boucherie Charcuterie Traiteur Pierre Revest has Parking Joffre - Saint-Thiébaut to its north, about 300 meters away.",OK,,,,
nancy_0145,hard,NORTH,0.9295,2791.9,Cour Admnistrative d'Appel,amenity,48.69831813371395,6.177161771230993,Notre-Dame-des-Douleurs,historic,48.6732481,6.1750574,Cour Admnistrative d'Appel is located to the north of Notre-Dame-des-Douleurs.,"Heading north from Notre-Dame-des-Douleurs, you will reach Cour Admnistrative d'Appel after 2.8 km.","Notre-Dame-des-Douleurs has Cour Admnistrative d'Appel to its north, about 2.8 km away.",OK,,,,
nancy_0146,hard,NORTH,0.8609,882.8,Trois Petits Points,amenity,48.693451,6.1894564,Petits plaisirs existentiels,tourism,48.68555915204946,6.190767386735064,Trois Petits Points is located to the north of Petits plaisirs existentiels.,"Heading north from Petits plaisirs existentiels, you will reach Trois Petits Points after about 900 meters.","Petits plaisirs existentiels has Trois Petits Points to its north, about 900 meters away.",OK,,,,
nancy_0147,hard,NORTH,0.8624,2599.8,Société Générale,amenity,48.6955713,6.1768044,La Pêche Lorraine,shop,48.6723275,6.1729865,Société Générale is located to the north of La Pêche Lorraine.,"Heading north from La Pêche Lorraine, you will reach Société Générale after 2.6 km.","La Pêche Lorraine has Société Générale to its north, about 2.6 km away.",OK,,,,
nancy_0148,hard,NORTH,0.9123,701.0,Laurent Louis,shop,48.6920442,6.1855401,Société de Saint-Vincent-de-Paul,office,48.6857551,6.1848829,Laurent Louis is located to the north of Société de Saint-Vincent-de-Paul.,"Heading north from Société de Saint-Vincent-de-Paul, you will reach Laurent Louis after about 700 meters.","Société de Saint-Vincent-de-Paul has Laurent Louis to its north, about 700 meters away.",OK,,,,
nancy_0149,hard,NORTH,0.8798,2086.4,Carrefour Contact Nancy Keller,shop,48.7027063905121,6.1738767190942445,Novamut,office,48.6840264,6.1711979,Carrefour Contact Nancy Keller is located to the north of Novamut.,"Heading north from Novamut, you will reach Carrefour Contact Nancy Keller after 2.1 km.","Novamut has Carrefour Contact Nancy Keller to its north, about 2.1 km away.",OK,,,,
nancy_0150,hard,NORTH,0.8604,2044.5,La Romana,amenity,48.6945825,6.1817183,Oudinot,public_transport,48.6763058,6.1786717,La Romana is located to the north of Oudinot.,"Heading north from Oudinot, you will reach La Romana after 2 km.","Oudinot has La Romana to its north, about 2 km away.",OK,,,,
nancy_0151,easy,WEST,0.9866,289.1,Green Bagel Café,amenity,48.6913157,6.1798144,Anthony,shop,48.691343,6.1837535,Green Bagel Café is located to the west of Anthony.,"Heading west from Anthony, you will reach Green Bagel Café after about 300 meters.","Anthony has Green Bagel Café to its west, about 300 meters away.",OK,,,,
nancy_0152,easy,WEST,0.9939,293.9,Mac Carthy,amenity,48.6922776,6.1774743,Sèves,amenity,48.6922902,6.1814789,Mac Carthy is located to the west of Sèves.,"Heading west from Sèves, you will reach Mac Carthy after about 300 meters.","Sèves has Mac Carthy to its west, about 300 meters away.",OK,,,,
nancy_0153,easy,WEST,0.9771,495.7,CIC,amenity,48.6855453,6.1606359,Chez Vous,office,48.6856252,6.1673873,CIC is located to the west of Chez Vous.,"Heading west from Chez Vous, you will reach CIC after about 500 meters.","Chez Vous has CIC to its west, about 500 meters away.",OK,,,,
nancy_0154,easy,WEST,0.9552,173.4,Caisse d'Épargne,amenity,48.6915519,6.1779872,Coiffure Claude Cuny,shop,48.6916067,6.1803476,Caisse d'Épargne is located to the west of Coiffure Claude Cuny.,"Heading west from Coiffure Claude Cuny, you will reach Caisse d'Épargne after about 150 meters.","Coiffure Claude Cuny has Caisse d'Épargne to its west, about 150 meters away.",OK,,,,
nancy_0155,easy,WEST,0.9597,476.7,Billets grandes lignes,amenity,48.6895442,6.174606,Salle Raugraff,amenity,48.6896798,6.1810967,Billets grandes lignes is located to the west of Salle Raugraff.,"Heading west from Salle Raugraff, you will reach Billets grandes lignes after about 500 meters.","Salle Raugraff has Billets grandes lignes to its west, about 500 meters away.",OK,,,,
nancy_0156,easy,WEST,0.9934,361.9,La Banque Postale,amenity,48.6891619,6.1777042,Les Frères Marchand,shop,48.689145,6.1826344,La Banque Postale is located to the west of Les Frères Marchand.,"Heading west from Les Frères Marchand, you will reach La Banque Postale after about 350 meters.","Les Frères Marchand has La Banque Postale to its west, about 350 meters away.",OK,,,,
nancy_0157,easy,WEST,0.9908,269.1,Copy Carnot,shop,48.6954741,6.1768738,Chez Ejama,shop,48.6954566,6.18054,Copy Carnot is located to the west of Chez Ejama.,"Heading west from Chez Ejama, you will reach Copy Carnot after about 250 meters.","Chez Ejama has Copy Carnot to its west, about 250 meters away.",OK,,,,
nancy_0158,easy,WEST,0.969,268.4,Phone Express,shop,48.6917402,6.1758354,Présence Habitat,office,48.691799,6.1794916,Phone Express is located to the west of Présence Habitat.,"Heading west from Présence Habitat, you will reach Phone Express after about 250 meters.","Présence Habitat has Phone Express to its west, about 250 meters away.",OK,,,,
nancy_0159,easy,WEST,0.9922,486.4,Oxybul Éveil et Jeux,shop,48.6897734,6.179617,De Bouche à Oreille,shop,48.6898,6.1862436,Oxybul Éveil et Jeux is located to the west of De Bouche à Oreille.,"Heading west from De Bouche à Oreille, you will reach Oxybul Éveil et Jeux after about 500 meters.","De Bouche à Oreille has Oxybul Éveil et Jeux to its west, about 500 meters away.",OK,,,,
